label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v,right_knee_angle,left_knee_angle
M,0.496209979057312,0.28685814142227173,-0.21732133626937866,0.9999957084655762,0.5002914071083069,0.36083951592445374,0.019917819648981094,0.9999774694442749,0.43652063608169556,0.3778332471847534,-0.22949890792369843,0.9999946355819702,0.4533754289150238,0.623820424079895,0.08435452729463577,0.9998774528503418,0.4233699440956116,0.6179958581924438,-0.08419419825077057,0.9999957084655762,0.41739848256111145,0.7712622284889221,0.2257469743490219,0.8960027098655701,0.5087066888809204,0.7498146891593933,-0.2858690619468689,0.9992650747299194,0.35182783007621765,0.832161009311676,0.5200880169868469,0.9189044833183289,0.5265376567840576,0.9648617506027222,-0.27071377635002136,0.9995635747909546,0.33499741554260254,0.8357520699501038,0.5489607453346252,0.9016595482826233,0.520415186882019,0.9906811118125916,-0.27130237221717834,0.9967391490936279,0.3702560365200043,0.8931164741516113,0.5066543221473694,0.9323697686195374,0.5669738054275513,1.005549669265747,-0.38516008853912354,0.9989075064659119,151.82175520778503,146.59707193920485
M,0.4962134063243866,0.28685298562049866,-0.21742013096809387,0.9999957084655762,0.5002943277359009,0.3608349859714508,0.01989622414112091,0.9999775290489197,0.43652674555778503,0.37783461809158325,-0.2295241355895996,0.9999946355819702,0.45337367057800293,0.6238195896148682,0.08435051143169403,0.9998777508735657,0.4233657717704773,0.6179948449134827,-0.084190234541893,0.9999957084655762,0.4173901677131653,0.7712748050689697,0.22574014961719513,0.8961869478225708,0.5087079405784607,0.7498178482055664,-0.285942941904068,0.9992669224739075,0.3518258333206177,0.8321452736854553,0.5202123522758484,0.919015645980835,0.5265398025512695,0.9648662209510803,-0.270719438791275,0.9995648264884949,0.33499452471733093,0.8357295989990234,0.5491088628768921,0.9017611145973206,0.5204154253005981,0.990679919719696,-0.27130502462387085,0.9967475533485413,0.3702525496482849,0.8931093811988831,0.5067660212516785,0.9324418902397156,0.5669743418693542,1.0055423974990845,-0.3852183222770691,0.9989102482795715,151.82112904282016,146.58774408279598
M,0.49622201919555664,0.2868445813655853,-0.21758189797401428,0.9999957084655762,0.5003061890602112,0.36082515120506287,0.019841767847537994,0.9999776482582092,0.4365406632423401,0.37783750891685486,-0.22954614460468292,0.9999946355819702,0.45336833596229553,0.6238235831260681,0.08433771878480911,0.9998784065246582,0.4233585298061371,0.6179947257041931,-0.08417759090662003,0.9999957084655762,0.4173787236213684,0.7713050842285156,0.22575068473815918,0.8966181874275208,0.5087106823921204,0.7498246431350708,-0.28612858057022095,0.999271810054779,0.3518185317516327,0.8321146965026855,0.520579993724823,0.9192678332328796,0.5265440940856934,0.964877188205719,-0.27080437541007996,0.9995677471160889,0.3349878191947937,0.8357056379318237,0.5495233535766602,0.9019943475723267,0.5204180479049683,0.9906898736953735,-0.27138271927833557,0.9967659115791321,0.37024518847465515,0.8930903673171997,0.5071116089820862,0.9326189160346985,0.5669941902160645,1.0055216550827026,-0.385479211807251,0.9989169836044312,151.81976085926675,146.56086161486425
M,0.4962260127067566,0.2868417203426361,-0.21774934232234955,0.999995768070221,0.5003120303153992,0.3608159124851227,0.019809745252132416,0.999977707862854,0.4365479648113251,0.3778388500213623,-0.22952035069465637,0.9999946355819702,0.45336490869522095,0.6238243579864502,0.0843278169631958,0.9998788237571716,0.4233551025390625,0.617992639541626,-0.08416787534952164,0.9999957084655762,0.4173758625984192,0.7713152766227722,0.22562381625175476,0.8969095349311829,0.5087123513221741,0.7498304843902588,-0.2863299548625946,0.9992747902870178,0.3518155813217163,0.8320940732955933,0.5205777883529663,0.9194692969322205,0.5265467762947083,0.9648955464363098,-0.2710103988647461,0.9995697140693665,0.33498474955558777,0.8356899619102478,0.549521803855896,0.9022120237350464,0.5204182863235474,0.9907076358795166,-0.27159222960472107,0.9967776536941528,0.3702324628829956,0.8930804133415222,0.5070961713790894,0.9327539205551147,0.5670170783996582,1.0055114030838013,-0.3858802318572998,0.9989210963249207,151.819765452255,146.54529257217584
M,0.496235191822052,0.2868300974369049,-0.21779082715511322,0.999995768070221,0.5003178119659424,0.3608066737651825,0.019815418869256973,0.9999778866767883,0.43657001852989197,0.37784042954444885,-0.22942355275154114,0.9999946355819702,0.4533594250679016,0.6238293647766113,0.08431289345026016,0.9998795986175537,0.4233480989933014,0.6179940104484558,-0.08415322005748749,0.9999957084655762,0.41736775636672974,0.7713422179222107,0.22552268207073212,0.89748215675354,0.5087155699729919,0.7498518228530884,-0.2864282727241516,0.9992793202400208,0.35180824995040894,0.8320662379264832,0.5207206010818481,0.919833779335022,0.5265467166900635,0.964904248714447,-0.2710522413253784,0.9995725154876709,0.33497703075408936,0.8356664180755615,0.549690842628479,0.9025648236274719,0.5204049944877625,0.9906956553459167,-0.2716309726238251,0.9967918395996094,0.37022045254707336,0.8930587768554688,0.5072653293609619,0.9330049157142639,0.5670102834701538,1.0055030584335327,-0.38597437739372253,0.998927652835846,151.8200036933623,146.51887386037347
M,0.49623891711235046,0.28682631254196167,-0.21779567003250122,0.999995768070221,0.5003229975700378,0.3608027398586273,0.01983001083135605,0.9999779462814331,0.4365828037261963,0.37784045934677124,-0.22928418219089508,0.9999946355819702,0.45335641503334045,0.6238335371017456,0.08430822193622589,0.9998799562454224,0.4233439862728119,0.6179961562156677,-0.08414868265390396,0.9999957084655762,0.4173620045185089,0.7713557481765747,0.22535249590873718,0.8977946043014526,0.5087172985076904,0.7498639225959778,-0.2864910066127777,0.9992818832397461,0.3518025577068329,0.8320427536964417,0.5207231640815735,0.9200025796890259,0.5265470147132874,0.9649183750152588,-0.27108362317085266,0.9995741248130798,0.3349698483943939,0.8356568217277527,0.5496942400932312,0.9027438163757324,0.5204013586044312,0.990694522857666,-0.27165737748146057,0.9968001246452332,0.37021610140800476,0.8930392861366272,0.5072696805000305,0.9331148266792297,0.5670102834701538,1.005511999130249,-0.3860219717025757,0.9989309310913086,151.81976537442168,146.50165175887116
M,0.49624574184417725,0.2868119180202484,-0.21781153976917267,0.999995768070221,0.5003369450569153,0.3607853949069977,0.019899338483810425,0.9999781847000122,0.4366075098514557,0.3778378665447235,-0.22882023453712463,0.9999946355819702,0.45335155725479126,0.623835027217865,0.0842866599559784,0.9998811483383179,0.42333653569221497,0.6179961562156677,-0.08412732928991318,0.999995768070221,0.4173499345779419,0.7713938355445862,0.22470010817050934,0.898600697517395,0.5087243318557739,0.7498932480812073,-0.2867763042449951,0.9992889761924744,0.35179731249809265,0.8320210576057434,0.5206974148750305,0.9205067157745361,0.5265477895736694,0.9649596214294434,-0.271199107170105,0.9995784163475037,0.33495640754699707,0.8356414437294006,0.5496920347213745,0.9033035635948181,0.5203976631164551,0.9906898736953735,-0.2717556655406952,0.9968212246894836,0.3702063262462616,0.893012285232544,0.5072649717330933,0.9334704875946045,0.5670102834701538,1.0055524110794067,-0.3862070143222809,0.9989399909973145,151.8192259540505,146.47584550879785
M,0.49624893069267273,0.2868044972419739,-0.21785970032215118,0.9999958276748657,0.5003423690795898,0.3607797622680664,0.019907470792531967,0.9999783039093018,0.4366190731525421,0.3778369724750519,-0.22864730656147003,0.9999946355819702,0.45334985852241516,0.6238355040550232,0.08427314460277557,0.9998819231987,0.4233330190181732,0.617996871471405,-0.08411400020122528,0.999995768070221,0.41734570264816284,0.7714112997055054,0.2245505005121231,0.899080216884613,0.50872802734375,0.7499048709869385,-0.2869299054145813,0.9992933869361877,0.3517952561378479,0.831997811794281,0.5207926630973816,0.9208707809448242,0.5265482068061829,0.9649631977081299,-0.2712307870388031,0.9995812177658081,0.3349534869194031,0.8356306552886963,0.5498257875442505,0.9036898612976074,0.520396888256073,0.9906758666038513,-0.27177873253822327,0.9968351721763611,0.3702036440372467,0.8929978609085083,0.5073745846748352,0.9337347745895386,0.5670072436332703,1.0055831670761108,-0.38628479838371277,0.9989462494850159,151.81848883063788,146.45701898883007
M,0.4962542653083801,0.2867845296859741,-0.21795567870140076,0.9999959468841553,0.5003529191017151,0.3607570230960846,0.019966676831245422,0.9999784827232361,0.4366500973701477,0.37783241271972656,-0.2284364402294159,0.9999946355819702,0.4533461630344391,0.6238413453102112,0.08426525443792343,0.9998832941055298,0.42332565784454346,0.6179978251457214,-0.08410613983869553,0.9999958276748657,0.4173307418823242,0.7714582085609436,0.2243346869945526,0.8999030590057373,0.5087321996688843,0.7499305605888367,-0.2873375117778778,0.9993014931678772,0.351786345243454,0.8319656848907471,0.520912230014801,0.9214967489242554,0.5265493392944336,0.9649948477745056,-0.2714305520057678,0.9995865225791931,0.3349422514438629,0.835614800453186,0.5499870777130127,0.9044026136398315,0.5203976035118103,0.9906671047210693,-0.2719621956348419,0.9968642592430115,0.3701961934566498,0.8929623961448669,0.5074643492698669,0.9341899156570435,0.5670013427734375,1.0056285858154297,-0.38671377301216125,0.9989578127861023,151.81892486562614,146.42283282344397
M,0.4962567985057831,0.2867794632911682,-0.21801738440990448,0.9999959468841553,0.5003630518913269,0.3607470393180847,0.019970664754509926,0.9999785423278809,0.43666091561317444,0.377828985452652,-0.22839942574501038,0.9999946355819702,0.45334431529045105,0.6238448619842529,0.08426181972026825,0.9998839497566223,0.4233209788799286,0.617997944355011,-0.08410263806581497,0.9999958276748657,0.4173164963722229,0.7714806795120239,0.22420822083950043,0.9002968072891235,0.5087345242500305,0.749941349029541,-0.2874790132045746,0.9993053674697876,0.3517792820930481,0.8319552540779114,0.5209668278694153,0.921809196472168,0.5265477299690247,0.9649988412857056,-0.2714580297470093,0.999589204788208,0.33493664860725403,0.8356093764305115,0.5500627756118774,0.9047433137893677,0.5203965306282043,0.9906346201896667,-0.271982878446579,0.9968801140785217,0.37019315361976624,0.8929431438446045,0.5074880123138428,0.9344201683998108,0.5669807195663452,1.0056376457214355,-0.3868178427219391,0.9989638924598694,151.81800325820143,146.41327742049333
M,0.49626246094703674,0.2867658734321594,-0.21828393638134003,0.9999959468841553,0.5003854036331177,0.3607337474822998,0.019946034997701645,0.9999787211418152,0.43668133020401,0.3778219223022461,-0.22835955023765564,0.9999946355819702,0.45334017276763916,0.6238497495651245,0.08424194157123566,0.9998852610588074,0.42331039905548096,0.617997944355011,-0.08408290892839432,0.9999959468841553,0.41729092597961426,0.7715172171592712,0.2238677591085434,0.9010255932807922,0.5087389945983887,0.7499651908874512,-0.2877740263938904,0.9993128776550293,0.35176965594291687,0.8319241404533386,0.5211762189865112,0.9223687648773193,0.5265405774116516,0.9650039076805115,-0.27151885628700256,0.9995940923690796,0.334926962852478,0.8355905413627625,0.5503489971160889,0.9053223133087158,0.5203884840011597,0.9905700087547302,-0.27202725410461426,0.9969078302383423,0.37018752098083496,0.8929181098937988,0.5076647996902466,0.9348128437995911,0.5669553279876709,1.005676031112671,-0.3869825005531311,0.9989748597145081,151.81545647944287,146.39328244398996
M,0.49626511335372925,0.28676125407218933,-0.21842819452285767,0.9999960064888,0.5003944039344788,0.3607296645641327,0.01991097815334797,0.99997878074646,0.43668797612190247,0.3778187930583954,-0.22834442555904388,0.9999946355819702,0.45333847403526306,0.6238507628440857,0.0842287689447403,0.9998859763145447,0.42330634593963623,0.6179978251457214,-0.08406977355480194,0.9999959468841553,0.4172784090042114,0.7715330719947815,0.22365453839302063,0.9013588428497314,0.5087404251098633,0.749976634979248,-0.2880489230155945,0.9993167519569397,0.35176268219947815,0.8319131135940552,0.5212520360946655,0.9226522445678711,0.5265399813652039,0.9650140404701233,-0.27164021134376526,0.9995968341827393,0.33492422103881836,0.8355848789215088,0.5504553318023682,0.9056227207183838,0.5203877091407776,0.990567684173584,-0.2721365988254547,0.996924102306366,0.370184987783432,0.892910897731781,0.5077164769172668,0.9350064992904663,0.5669569969177246,1.0057111978530884,-0.387262761592865,0.9989808201789856,151.8155613354949,146.38562334709093
M,0.49626997113227844,0.28675392270088196,-0.21869517862796783,0.9999960660934448,0.5004242062568665,0.3607211709022522,0.01980624347925186,0.9999790191650391,0.4366995096206665,0.37780848145484924,-0.22819341719150543,0.9999946355819702,0.45333579182624817,0.6238537430763245,0.08418799191713333,0.9998873472213745,0.4232915937900543,0.6179969906806946,-0.0840291976928711,0.9999959468841553,0.41725078225135803,0.771560788154602,0.22315208613872528,0.9020887017250061,0.5087436437606812,0.7499969005584717,-0.2886052131652832,0.9993249177932739,0.35174691677093506,0.8318724036216736,0.5212706923484802,0.9232820272445679,0.5265394449234009,0.9650195240974426,-0.2721085548400879,0.9996023178100586,0.3349115252494812,0.8355656862258911,0.5504885315895081,0.9062691330909729,0.5203873515129089,0.9905177354812622,-0.27258560061454773,0.9969548583030701,0.3701813817024231,0.8928913474082947,0.5077282190322876,0.9354344010353088,0.5669518709182739,1.0057804584503174,-0.3879319727420807,0.9989930987358093,151.81357239623327,146.36533864625906
M,0.49627187848091125,0.286747008562088,-0.21869917213916779,0.9999961256980896,0.5004392862319946,0.36071741580963135,0.019796818494796753,0.9999791383743286,0.43671008944511414,0.3778013586997986,-0.228030726313591,0.9999946355819702,0.45333269238471985,0.6238581538200378,0.08417171239852905,0.999888002872467,0.4232861399650574,0.6179983019828796,-0.08401301503181458,0.9999959468841553,0.4172314405441284,0.7715710401535034,0.2228803038597107,0.902446985244751,0.5087450742721558,0.7500109672546387,-0.28877687454223633,0.9993287324905396,0.351740300655365,0.8318458199501038,0.5212713479995728,0.9235488176345825,0.5265382528305054,0.9650190472602844,-0.2722433805465698,0.9996047019958496,0.3349016308784485,0.8355568647384644,0.5504919290542603,0.9065449237823486,0.5203863382339478,0.9904619455337524,-0.2727087438106537,0.9969689249992371,0.3701801002025604,0.8928789496421814,0.5077319145202637,0.9356160759925842,0.566937267780304,1.0058109760284424,-0.38805508613586426,0.9989984035491943,151.81361678666877,146.3588661036953
M,0.49627864360809326,0.2867245078086853,-0.21896478533744812,0.9999962449073792,0.5004897713661194,0.3607087731361389,0.01967919059097767,0.9999793767929077,0.43673092126846313,0.3777921199798584,-0.22792233526706696,0.9999946355819702,0.45332711935043335,0.6238725781440735,0.08414782583713531,0.9998894929885864,0.4232715666294098,0.6180004477500916,-0.08398919552564621,0.9999960064888,0.41719868779182434,0.7716055512428284,0.2224365770816803,0.9031179547309875,0.5087490081787109,0.7500435709953308,-0.28960853815078735,0.9993371963500977,0.3517318367958069,0.8317691087722778,0.521456778049469,0.9240579605102539,0.5265371799468994,0.9650274515151978,-0.2729008197784424,0.9996101260185242,0.3348873555660248,0.8355337381362915,0.5507524013519287,0.9071027040481567,0.5203874707221985,0.990411102771759,-0.27334240078926086,0.9970019459724426,0.37017932534217834,0.8928323984146118,0.507951021194458,0.9359527230262756,0.5669218301773071,1.0058802366256714,-0.38894709944725037,0.9990101456642151,151.81319153730453,146.32487928185685
M,0.49628281593322754,0.2867177724838257,-0.2193729281425476,0.9999963045120239,0.5005270838737488,0.36070409417152405,0.019458556547760963,0.999979555606842,0.43673479557037354,0.377790242433548,-0.22792981564998627,0.9999946355819702,0.45332562923431396,0.623883068561554,0.08413149416446686,0.9998902082443237,0.4232628047466278,0.6180018782615662,-0.08397282660007477,0.9999960064888,0.41718554496765137,0.7716180086135864,0.22228194773197174,0.9034607410430908,0.5087503790855408,0.7500616312026978,-0.29007023572921753,0.9993412494659424,0.3517293632030487,0.8317126631736755,0.5217172503471375,0.92430180311203,0.5265374779701233,0.9650309085845947,-0.2732256054878235,0.9996129274368286,0.3348841965198517,0.8355091214179993,0.5510885119438171,0.9073650240898132,0.5203942060470581,0.9904008507728577,-0.2736576795578003,0.9970173239707947,0.37017861008644104,0.892808735370636,0.5082181096076965,0.9361154437065125,0.566907525062561,1.0059447288513184,-0.38945022225379944,0.9990162253379822,151.8134207202269,146.30090981326458
